GOP_Index,Global_Frame_ID,Is_Test,Encode_Order,Type,POC,QP,Bits,Scenecut,I/P_cost_ratio,Y_PSNR,U_PSNR,V_PSNR,YUV_PSNR,Latency,List_0,List_1,Intra_64x64_DC,Intra_64x64_Planar,Intra_64x64_Ang,Intra_32x32_DC,Intra_32x32_Planar,Intra_32x32_Ang,Intra_16x16_DC,Intra_16x16_Planar,Intra_16x16_Ang,Intra_8x8_DC,Intra_8x8_Planar,Intra_8x8_Ang,4x4,Inter_64x64,Inter_64x64_(Rect),Inter_32x32,Inter_32x32_(Rect),Inter_16x16,Inter_16x16_(Rect),Inter_8x8,Inter_8x8_(Rect),Skip_64x64,Skip_32x32,Skip_16x16,Skip_8x8,Merge_64x64,Merge_32x32,Merge_16x16,Merge_8x8,Avg_Luma_Distortion,Avg_Chroma_Distortion,Avg_psyEnergy,Avg_Residual_Energy,Min_Luma_Level,Max_Luma_Level,Avg_Luma_Level,Min_Cb_Level,Max_Cb_Level,Avg_Cb_Level,Min_Cr_Level,Max_Cr_Level,Avg_Cr_Level,Intra_64x64,Skip_64x64.1,AMP_64,Inter_64x64.1,Merge_64x64.1,Inter_64x32,Merge_64x32,Inter_32x64,Merge_32x64,Intra_32x32,Skip_32x32.1,AMP_32,Inter_32x32.1,Merge_32x32.1,Inter_32x16,Merge_32x16,Inter_16x32,Merge_16x32,Intra_16x16,Skip_16x16.1,AMP_16,Inter_16x16.1,Merge_16x16.1,Inter_16x8,Merge_16x8,Inter_8x16,Merge_8x16,Intra_8x8,Skip_8x8.1,AMP_8,Inter_8x8.1,Merge_8x8.1,Inter_8x4,Merge_8x4,Inter_4x8,Merge_4x8,4x4.1,DecideWait_(ms),Row0Wait_(ms),Wall_time_(ms),Ref_Wait_Wall_(ms),Total_CTU_time_(ms),Stall_Time_(ms),Total_frame_time_(ms),Avg_WPP,Row_Blocks
0,22,False,24, b-SLICE,22,39.0,184704,0,1.01,31.627,40.853,39.724,33.793,57, 21 20 ,23 24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.33%,  0.16%,  5.68%,  1.96%, 14.58%,  8.87%, 35.58%, 13.52%,  0.00%,  0.23%,  0.85%,  7.02%,  0.10%,  0.95%,  2.68%,  7.49%,203331.68,13956.03,11253.02,3578991.72,17,235,169.76,98,198,131.73,84,193,126.61, 0.00%, 16.67%,0.00%, 19.44%, 36.11%, 15.28%, 6.94%, 1.39%, 4.17%, 0.00%, 13.36%,0.00%, 19.67%, 44.71%, 7.05%, 4.64%, 6.86%, 3.71%, 0.00%, 12.41%,0.00%, 27.23%, 29.24%, 10.11%, 3.62%, 11.00%, 6.40%, 0.00%, 21.18%,0.00%, 31.35%, 27.75%, 3.04%, 4.76%, 3.81%, 8.11%,0.00%,0.0,238.5,166.5,56.6,730.4,0.0,1966.7,5.293,67
0,23,False,23, B-SLICE,23,38.0,290688,0,1.3,31.178,40.463,40.026,33.445,55, 21 20 18 ,24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.21%,  0.07%,  5.43%,  1.38%, 14.95%,  7.46%, 41.09%, 17.66%,  0.00%,  0.07%,  0.43%,  5.19%,  0.00%,  0.33%,  1.27%,  4.47%,229557.83,12831.93,11903.47,3286442.62,16,235,167.36,103,202,133.87,88,195,123.44, 0.00%, 0.00%,0.00%, 5.00%, 70.00%, 20.00%, 0.00%, 5.00%, 0.00%, 0.00%, 5.60%,0.00%, 19.69%, 55.60%, 6.27%, 2.80%, 8.11%, 1.93%, 0.00%, 6.69%,0.00%, 23.36%, 40.57%, 11.76%, 2.88%, 11.07%, 3.67%, 0.00%, 13.31%,0.00%, 28.97%, 33.40%, 5.57%, 5.88%, 4.43%, 8.45%,0.00%,0.0,221.6,172.5,87.7,795.5,0.0,1861.6,5.823,88
0,24,False,22, P-SLICE,24,37.0,381680,0,1.23,31.417,41.206,41.182,33.862,53, 21 20 18 17 , -, 0.00%,  0.00%,  0.00%, 0.74%,  1.63%,  3.24%, 2.43%,  2.57%, 11.82%, 8.90%,  9.41%, 45.92%, 0.00%,  0.04%,  0.00%,  1.49%,  0.06%,  2.23%,  0.11%,  4.47%,  1.37%,  0.00%,  0.01%,  0.29%,  1.95%,  0.00%,  0.06%,  0.19%,  1.05%,220177.64,11324.37,12802.89,2924992.73,17,235,161.96,92,176,134.01,93,192,122.39, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 77.53%, 1.05%,0.00%, 2.79%, 17.77%, 0.26%, 0.26%, 0.17%, 0.17%, 80.86%, 2.30%,0.00%, 8.24%, 8.06%, 0.21%, 0.15%, 0.06%, 0.12%, 83.56%, 3.90%,0.00%, 6.98%, 3.77%, 0.11%, 0.68%, 0.16%, 0.84%,0.00%,0.0,191.0,230.3,55.3,1115.1,0.0,1783.2,6.0,80
0,25,False,27, b-SLICE,25,39.0,200040,0,1.79,30.465,40.29,40.317,32.924,57, 24 23 ,27 29 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.16%,  0.10%,  3.68%,  2.60%, 10.98%,  9.50%, 33.99%, 16.62%,  0.00%,  0.27%,  1.12%,  7.24%,  0.03%,  1.36%,  1.59%, 10.78%,259443.5,12390.46,13719.84,1001079.77,17,235,163.8,79,200,133.7,82,195,123.06, 0.00%, 10.00%,0.00%, 20.00%, 35.00%, 10.00%, 0.00%, 17.50%, 7.50%, 0.00%, 20.61%,0.00%, 15.73%, 30.74%, 12.03%, 2.62%, 12.57%, 5.70%, 0.00%, 11.03%,0.00%, 28.66%, 21.54%, 15.06%, 4.20%, 14.74%, 4.76%, 0.00%, 24.71%,0.00%, 31.22%, 21.29%, 4.16%, 6.45%, 3.81%, 8.36%,0.00%,0.0,227.8,154.3,60.2,698.4,0.0,2160.9,5.249,55
0,26,False,28, b-SLICE,26,39.0,125544,0,2.22,30.848,40.617,40.199,33.238,57, 24 23 ,27 29 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.21%,  0.17%,  4.23%,  3.16%, 11.54%,  9.80%, 28.35%, 13.57%,  0.00%,  0.58%,  1.44%,  9.56%,  0.19%,  2.32%,  3.20%, 11.66%,231933.34,12050.56,12680.05,530500.46,17,235,166.87,92,200,133.01,83,198,124.56, 0.00%, 33.33%,0.00%, 18.18%, 18.18%, 16.67%, 13.64%, 0.00%, 0.00%, 0.00%, 28.21%,0.00%, 18.53%, 22.54%, 10.85%, 6.34%, 9.10%, 4.42%, 0.00%, 16.84%,0.00%, 33.50%, 14.10%, 12.94%, 6.27%, 11.38%, 4.96%, 0.00%, 31.07%,0.00%, 32.80%, 16.26%, 3.15%, 5.34%, 3.13%, 8.25%,0.00%,0.0,153.9,154.3,60.2,599.7,0.0,2160.0,5.119,118
0,27,True,26, B-SLICE,27,38.0,211248,0,1.85,31.579,41.155,40.229,33.857,54, 24 23 20 ,29 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.22%,  0.10%,  5.01%,  2.03%,  9.81%,  7.11%, 37.41%, 19.52%,  0.00%,  0.30%,  0.85%,  6.29%,  0.13%,  1.23%,  2.25%,  7.73%,202322.8,11585.57,12175.13,1628743.44,21,235,171.19,97,201,132.04,80,196,126.1, 0.00%, 29.03%,0.00%, 9.68%, 38.71%, 9.68%, 3.23%, 8.06%, 1.61%, 0.00%, 17.82%,0.00%, 10.03%, 48.44%, 9.00%, 3.63%, 8.04%, 3.03%, 0.00%, 14.50%,0.00%, 21.24%, 31.02%, 15.58%, 3.30%, 10.79%, 3.57%, 0.00%, 18.59%,0.00%, 33.26%, 22.27%, 6.54%, 7.01%, 3.93%, 8.40%,0.00%,0.0,245.7,180.7,84.9,717.3,0.0,2064.9,5.116,108
0,28,False,29, b-SLICE,28,39.0,187744,0,1.49,32.084,40.764,39.71,34.122,56, 27 24 23 ,29 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.77%,  0.16%, 11.68%,  3.44%, 23.47%,  5.61%, 33.52%,  7.89%,  0.00%,  0.19%,  1.14%,  3.88%,  0.05%,  0.72%,  1.81%,  5.68%,180376.64,13936.22,12423.7,2952615.42,23,235,177.09,96,201,130.44,80,196,128.02, 0.00%, 4.76%,0.00%, 19.05%, 59.52%, 9.52%, 0.00%, 5.95%, 1.19%, 0.00%, 5.69%,0.00%, 20.26%, 52.77%, 4.74%, 2.11%, 11.73%, 2.99%, 0.00%, 8.65%,0.00%, 29.82%, 45.13%, 5.11%, 1.91%, 4.80%, 4.59%, 0.00%, 16.50%,0.00%, 33.40%, 36.53%, 2.29%, 4.26%, 2.11%, 4.96%,0.00%,0.0,53.2,183.6,60.2,765.4,0.0,2176.9,4.832,82
0,29,False,25, P-SLICE,29,37.0,229920,0,1.08,32.473,41.336,40.896,34.634,51, 24 23 21 20 , -, 0.00%,  0.00%,  0.00%, 0.56%,  0.21%,  2.91%, 2.14%,  1.47%,  8.37%, 3.97%,  2.68%, 21.03%, 0.00%,  0.16%,  0.01%,  2.39%,  0.66%,  6.42%,  3.14%, 23.25%,  9.22%,  0.00%,  0.08%,  0.56%,  5.66%,  0.00%,  0.21%,  0.62%,  4.26%,166173.52,11071.37,10548.05,1115305.08,19,235,165.3,92,200,132.7,82,195,124.94, 0.00%, 0.00%,0.00%, 23.08%, 69.23%, 0.00%, 0.00%, 7.69%, 0.00%, 52.36%, 4.16%,0.00%, 7.75%, 26.28%, 4.35%, 1.13%, 2.93%, 1.04%, 50.06%, 4.94%,0.00%, 21.64%, 10.27%, 4.33%, 1.50%, 5.22%, 2.05%, 37.41%, 13.41%,0.00%, 22.69%, 14.13%, 1.54%, 3.41%, 1.72%, 5.78%,0.00%,0.0,181.1,198.6,56.6,891.1,0.0,1967.6,5.272,74
0,30,False,30, P-SLICE,30,37.0,196048,0,1.68,31.937,41.141,40.862,34.203,55, 29 27 24 23 , -, 0.00%,  0.00%,  0.00%, 0.14%,  0.06%,  0.80%, 0.41%,  0.34%,  2.55%, 1.26%,  0.72%,  7.18%, 0.00%,  0.10%,  0.06%,  2.36%,  1.55%,  8.76%,  6.19%, 34.17%, 13.89%,  0.00%,  0.27%,  1.15%,  8.23%,  0.08%,  1.19%,  2.31%,  6.23%,183516.09,10704.36,10976.48,567402.56,18,235,163.79,95,201,133.48,81,196,123.91, 0.00%, 31.58%,0.00%, 15.79%, 26.32%, 5.26%, 0.00%, 18.42%, 2.63%, 15.79%, 22.87%,0.00%, 14.17%, 22.87%, 3.95%, 3.74%, 10.43%, 6.17%, 14.42%, 15.10%,0.00%, 30.59%, 12.85%, 8.56%, 3.21%, 11.38%, 3.89%, 12.13%, 19.13%,0.00%, 34.81%, 15.55%, 2.65%, 5.51%, 3.21%, 7.01%,0.00%,0.0,21.1,183.7,60.2,765.4,0.0,2171.3,5.046,110
0,31,False,31, P-SLICE,31,37.0,310456,0,1.06,31.503,41.108,41.413,33.943,55, 30 29 27 23 , -, 0.00%,  0.00%,  0.00%, 0.33%,  0.33%,  2.41%, 1.14%,  0.67%,  8.28%, 3.13%,  2.09%, 20.39%, 0.00%,  0.05%,  0.06%,  1.05%,  0.42%,  4.09%,  3.97%, 27.64%, 12.11%,  0.00%,  0.25%,  1.00%,  5.40%,  0.01%,  0.51%,  0.94%,  3.72%,205757.59,10343.35,10422.92,1478158.72,16,235,158.01,99,177,135.21,88,184,121.49, 0.00%, 10.00%,0.00%, 30.00%, 10.00%, 25.00%, 5.00%, 15.00%, 5.00%, 58.04%, 14.35%,0.00%, 6.09%, 13.70%, 2.07%, 1.41%, 3.04%, 1.30%, 47.71%, 9.17%,0.00%, 18.12%, 6.22%, 6.52%, 2.16%, 8.02%, 2.07%, 32.85%, 11.70%,0.00%, 30.20%, 9.72%, 3.38%, 3.58%, 4.25%, 4.32%,0.00%,0.0,30.7,206.1,73.6,964.5,0.0,2283.9,5.759,46
1,32,False,32, I-SLICE,0,34.0,447824,0,0.0,34.401,41.119,41.731,36.157,55,  -, -, 0.00%,  0.00%,  0.00%, 0.40%,  0.17%,  1.73%, 1.13%,  0.40%,  7.03%, 5.29%,  1.96%, 30.07%,51.83%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,103227.9,10454.15,6888.49,884767.73,17,235,154.85,91,179,135.54,88,139,120.72, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 92.56%, 0.00%,0.00%, 7.44%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 94.31%, 0.00%,0.00%, 5.69%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%,0.0,0.0,221.3,0.0,1040.8,0.0,2351.1,5.403,116
1,33,False,34, b-SLICE,1,39.0,143416,0,1.3,31.248,40.486,41.316,33.661,56, 0 ,2 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.05%,  0.03%,  2.66%,  2.48%, 10.03%, 11.57%, 27.65%, 20.06%,  0.00%,  0.56%,  1.99%, 10.31%,  0.00%,  0.90%,  2.93%,  8.79%,213200.21,10701.79,9548.83,466161.99,18,235,152.75,80,178,134.72,89,175,121.18, 0.00%, 0.00%,0.00%, 50.00%, 16.67%, 0.00%, 0.00%, 16.67%, 16.67%, 0.00%, 22.09%,0.00%, 17.07%, 23.29%, 12.95%, 4.92%, 15.26%, 4.42%, 0.00%, 17.71%,0.00%, 28.64%, 11.93%, 11.91%, 3.84%, 19.26%, 6.71%, 0.00%, 26.98%,0.00%, 33.23%, 11.46%, 6.61%, 5.30%, 6.38%, 10.04%,0.00%,0.0,192.8,135.0,67.6,542.6,0.0,2482.8,4.765,78
1,34,False,33, P-SLICE,2,37.0,310280,0,1.93,31.654,40.612,41.103,33.955,54, 0 , -, 0.00%,  0.00%,  0.00%, 0.38%,  0.46%,  1.97%, 2.57%,  1.71%, 12.72%, 5.27%,  3.96%, 30.13%, 0.00%,  0.01%,  0.01%,  0.68%,  0.07%,  3.92%,  2.57%, 17.60%, 11.47%,  0.00%,  0.00%,  0.33%,  2.75%,  0.01%,  0.02%,  0.22%,  1.17%,197922.49,11896.68,11917.45,1713918.52,18,235,155.44,81,198,134.09,83,196,122.41, 0.00%, 33.33%,0.00%, 0.00%, 33.33%, 16.67%, 16.67%, 0.00%, 0.00%, 78.34%, 0.59%,0.00%, 2.97%, 16.02%, 1.48%, 0.00%, 0.59%, 0.00%, 67.96%, 2.21%,0.00%, 12.34%, 7.23%, 3.96%, 1.02%, 4.19%, 1.09%, 52.10%, 5.19%,0.00%, 18.49%, 9.05%, 4.43%, 3.84%, 3.49%, 3.41%,0.00%,0.0,111.3,180.7,93.5,724.4,0.0,2416.7,4.771,40
1,35,False,35, P-SLICE,3,37.0,279816,0,2.23,31.749,40.808,40.917,34.028,55, 2 0 , -, 0.00%,  0.00%,  0.00%, 0.35%,  0.27%,  2.52%, 1.51%,  1.35%,  8.49%, 4.08%,  3.02%, 20.82%, 0.00%,  0.14%,  0.01%,  1.46%,  0.39%,  5.52%,  3.22%, 24.84%, 12.31%,  0.00%,  0.08%,  1.00%,  4.85%,  0.00%,  0.17%,  0.43%,  3.15%,192706.9,11627.5,11350.52,1244857.43,16,235,160.24,86,200,133.7,81,195,123.36, 0.00%, 0.00%,0.00%, 46.15%, 46.15%, 0.00%, 7.69%, 0.00%, 0.00%, 59.91%, 4.73%,0.00%, 7.43%, 20.50%, 2.70%, 0.90%, 2.93%, 0.90%, 50.21%, 6.32%,0.00%, 18.34%, 10.87%, 3.66%, 1.15%, 6.69%, 2.77%, 36.44%, 10.45%,0.00%, 23.71%, 13.35%, 3.04%, 3.59%, 3.30%, 6.13%,0.00%,0.0,189.5,189.2,67.6,821.1,0.0,2528.1,5.357,87
1,36,True,38, b-SLICE,4,39.0,204216,0,1.87,30.849,40.265,40.195,33.194,57, 3 2 ,5 7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.24%,  0.06%,  5.69%,  2.49%, 14.72%,  8.05%, 36.17%, 15.57%,  0.00%,  0.26%,  1.04%,  5.26%,  0.06%,  1.30%,  1.96%,  7.13%,238316.78,13024.11,11833.9,1847065.1,17,235,164.79,97,200,132.52,74,197,125.07, 0.00%, 17.39%,0.00%, 26.09%, 39.13%, 8.70%, 0.00%, 6.52%, 2.17%, 0.00%, 15.97%,0.00%, 17.64%, 40.77%, 7.32%, 4.33%, 9.15%, 4.83%, 0.00%, 10.99%,0.00%, 29.47%, 30.01%, 9.03%, 2.97%, 11.41%, 6.12%, 0.00%, 17.96%,0.00%, 31.10%, 28.38%, 4.21%, 5.76%, 4.00%, 8.58%,0.00%,0.0,246.8,141.1,69.8,664.3,0.0,2795.0,5.759,74
1,37,False,37, B-SLICE,5,38.0,200024,0,1.32,31.645,41.473,40.693,34.004,55, 3 2 0 ,7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.22%,  0.20%,  6.74%,  2.51%, 14.21%,  7.96%, 33.32%, 17.94%,  0.00%,  0.30%,  0.88%,  3.98%,  0.11%,  2.11%,  2.28%,  7.26%,196233.15,10704.7,12572.91,1374564.18,19,235,174.35,95,202,131.24,80,197,126.19, 0.00%, 20.69%,0.00%, 13.79%, 27.59%, 10.34%, 0.00%, 22.41%, 5.17%, 0.00%, 20.74%,0.00%, 13.21%, 44.55%, 9.29%, 2.38%, 5.61%, 4.22%, 0.00%, 11.69%,0.00%, 26.58%, 32.23%, 12.43%, 4.12%, 8.37%, 4.58%, 0.00%, 16.55%,0.00%, 28.75%, 28.27%, 6.61%, 6.43%, 5.49%, 7.89%,0.00%,0.0,224.0,173.2,83.8,701.1,0.0,2724.1,5.084,100
1,38,False,39, b-SLICE,6,39.0,92488,0,1.48,31.725,42.238,41.325,34.239,56, 5 3 2 ,7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.89%,  0.38%,  7.56%,  3.72%, 13.28%,  9.28%, 24.86%, 13.51%,  0.00%,  0.58%,  2.15%,  5.24%,  0.53%,  4.17%,  4.58%,  9.28%,186663.59,8833.17,13155.86,463642.3,16,235,177.15,96,201,130.25,80,196,127.18, 0.00%, 29.58%,0.00%, 15.49%, 33.80%, 5.63%, 0.00%, 9.86%, 5.63%, 0.00%, 29.65%,0.00%, 15.30%, 31.86%, 7.73%, 5.05%, 6.23%, 4.18%, 0.00%, 21.33%,0.00%, 28.79%, 20.69%, 8.38%, 3.01%, 11.75%, 6.30%, 0.00%, 24.00%,0.00%, 31.35%, 22.32%, 4.49%, 4.12%, 3.97%, 9.74%,0.00%,0.0,185.2,141.1,69.8,537.1,0.0,2786.5,4.626,47
1,39,False,36, P-SLICE,7,37.0,205104,0,1.44,32.647,42.389,41.468,34.968,52, 3 2 0 , -, 0.00%,  0.00%,  0.00%, 1.65%,  1.45%,  6.11%, 3.93%,  3.29%, 15.82%, 6.63%,  4.58%, 33.16%, 0.00%,  0.09%,  0.02%,  3.53%,  0.88%,  5.28%,  0.81%,  5.86%,  1.32%,  0.00%,  0.02%,  0.70%,  3.10%,  0.00%,  0.00%,  0.38%,  1.39%,151915.38,9209.27,13588.0,1331053.74,22,235,172.23,96,202,129.98,78,197,127.61, 0.00%, 0.00%,0.00%, 16.67%, 66.67%, 16.67%, 0.00%, 0.00%, 0.00%, 67.49%, 0.14%,0.00%, 5.51%, 20.39%, 3.10%, 0.07%, 3.31%, 0.00%, 72.16%, 3.35%,0.00%, 12.24%, 9.71%, 0.29%, 0.00%, 1.47%, 0.77%, 71.92%, 7.28%,0.00%, 13.40%, 5.27%, 0.38%, 0.38%, 0.52%, 0.85%,0.00%,0.0,176.4,207.0,76.5,934.8,0.0,2626.5,5.365,95
1,40,False,41, b-SLICE,8,39.0,98696,0,1.26,31.501,42.316,41.38,34.088,56, 7 5 3 ,9 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.86%,  0.46%,  6.86%,  5.09%, 12.05%,  8.62%, 21.15%, 18.64%,  0.00%,  1.07%,  2.16%,  6.38%,  0.51%,  3.48%,  4.35%,  8.31%,196373.18,8627.14,13854.77,568441.85,21,235,169.35,98,200,129.83,78,196,127.34, 0.00%, 27.78%,0.00%, 27.78%, 19.44%, 8.33%, 1.39%, 9.72%, 5.56%, 0.00%, 27.58%,0.00%, 19.88%, 21.73%, 14.10%, 4.70%, 8.17%, 3.85%, 0.00%, 22.05%,0.00%, 31.09%, 17.66%, 5.00%, 3.10%, 13.74%, 7.36%, 0.00%, 23.65%,0.00%, 27.29%, 19.07%, 2.19%, 4.68%, 8.33%, 14.79%,0.00%,0.0,123.8,146.3,83.9,517.9,0.0,2890.5,3.968,66
1,41,False,40, P-SLICE,9,37.0,164880,0,1.14,33.016,42.565,41.588,35.281,54, 7 5 3 2 , -, 0.00%,  0.00%,  0.00%, 0.90%,  0.99%,  4.78%, 1.61%,  1.33%, 10.05%, 3.50%,  2.94%, 23.76%, 0.00%,  0.67%,  0.23%,  7.27%,  1.43%,  7.43%,  2.42%, 10.67%,  4.46%,  0.00%,  0.44%,  2.09%,  4.99%,  0.02%,  1.13%,  1.93%,  4.95%,139786.58,8570.86,11361.46,838192.73,19,235,171.2,96,202,129.84,75,196,127.18, 0.00%, 2.50%,0.00%, 37.50%, 35.00%, 16.25%, 1.25%, 6.25%, 1.25%, 39.40%, 9.24%,0.00%, 11.96%, 30.98%, 2.31%, 1.22%, 3.33%, 1.56%, 44.84%, 13.89%,0.00%, 17.38%, 15.56%, 2.22%, 0.79%, 3.49%, 1.83%, 48.56%, 15.98%,0.00%, 19.19%, 9.10%, 0.91%, 1.53%, 1.70%, 3.03%,0.00%,0.0,130.9,202.8,69.8,791.7,0.0,2826.7,4.765,94
1,42,False,43, b-SLICE,10,39.0,90360,0,1.02,32.182,42.181,41.365,34.58,56, 9 7 5 ,11 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.43%,  0.63%,  2.87%,  4.22%, 11.65%, 11.11%, 22.94%, 13.76%,  0.00%,  0.96%,  3.37%,  8.81%,  0.72%,  2.72%,  4.46%, 11.35%,168200.04,8689.96,10015.07,326783.54,19,235,175.12,98,203,130.95,81,195,126.09, 0.00%, 40.24%,0.00%, 17.07%, 7.32%, 11.59%, 1.83%, 16.46%, 5.49%, 0.00%, 34.14%,0.00%, 16.36%, 10.30%, 16.46%, 6.57%, 11.11%, 5.05%, 0.00%, 24.02%,0.00%, 30.42%, 11.47%, 12.81%, 3.94%, 11.31%, 6.04%, 0.00%, 31.79%,0.00%, 32.17%, 14.33%, 5.23%, 4.75%, 3.94%, 7.78%,0.00%,0.0,72.5,170.2,110.9,461.1,0.0,2996.9,3.371,57
1,43,False,42, P-SLICE,11,37.0,159656,0,1.62,33.196,42.464,41.72,35.42,54, 9 7 5 3 , -, 0.00%,  0.00%,  0.00%, 0.55%,  0.82%,  3.86%, 1.57%,  1.53%,  9.77%, 2.63%,  2.73%, 21.32%, 0.00%,  0.41%,  0.14%,  5.20%,  1.77%,  7.77%,  2.49%, 14.99%,  4.83%,  0.00%,  0.59%,  1.59%,  5.85%,  0.10%,  1.49%,  2.43%,  5.55%,135486.18,8634.17,9604.42,768513.75,22,235,172.4,96,202,130.72,78,196,126.19, 0.00%, 15.62%,0.00%, 21.88%, 40.62%, 14.06%, 4.69%, 1.56%, 1.56%, 36.57%, 14.57%,0.00%, 10.00%, 26.43%, 4.57%, 1.71%, 4.79%, 1.36%, 44.34%, 13.84%,0.00%, 19.54%, 13.70%, 2.25%, 0.84%, 3.79%, 1.69%, 41.66%, 17.80%,0.00%, 23.34%, 9.65%, 0.86%, 1.97%, 1.29%, 3.42%,0.00%,0.0,38.3,215.3,83.9,813.6,0.0,2937.8,4.351,80
1,44,False,44, P-SLICE,12,37.0,136464,0,1.36,32.952,42.744,41.828,35.286,55, 11 9 7 5 , -, 0.00%,  0.00%,  0.00%, 0.21%,  0.21%,  1.97%, 0.64%,  0.41%,  4.94%, 1.17%,  1.46%, 12.14%, 0.00%,  0.51%,  0.39%,  5.91%,  1.97%, 11.32%,  3.57%, 22.30%,  8.31%,  0.00%,  0.51%,  2.95%,  5.70%,  0.16%,  1.89%,  3.55%,  7.82%,141942.06,7977.1,10475.36,417728.56,20,235,168.72,93,201,130.1,78,197,126.66, 0.00%, 15.38%,0.00%, 15.38%, 32.69%, 8.65%, 2.88%, 22.12%, 2.88%, 18.80%, 18.96%,0.00%, 16.69%, 29.98%, 5.51%, 2.92%, 5.02%, 2.11%, 20.46%, 22.21%,0.00%, 26.07%, 19.06%, 5.82%, 2.38%, 2.49%, 1.51%, 22.70%, 20.78%,0.00%, 28.50%, 15.26%, 2.68%, 3.75%, 1.64%, 4.70%,0.00%,0.0,68.8,200.3,110.8,672.2,0.0,3016.4,3.913,84
1,45,True,47, b-SLICE,13,39.0,52864,0,1.59,31.655,42.068,41.251,34.156,57, 12 11 ,14 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.80%,  1.24%,  7.78%,  8.15%, 13.78%, 11.47%, 14.35%,  7.91%,  0.00%,  1.91%,  4.16%,  8.89%,  0.94%,  3.96%,  4.93%,  9.73%,185660.0,8942.96,12749.98,280609.68,19,235,167.12,96,203,129.7,78,197,127.06, 0.00%, 31.46%,0.00%, 15.73%, 11.24%, 14.04%, 5.06%, 14.04%, 8.43%, 0.00%, 26.92%,0.00%, 22.46%, 13.23%, 12.31%, 5.38%, 11.69%, 8.00%, 0.00%, 24.28%,0.00%, 33.96%, 11.11%, 7.53%, 6.09%, 10.39%, 6.63%, 0.00%, 36.51%,0.00%, 35.00%, 12.96%, 2.24%, 3.62%, 1.78%, 7.89%,0.00%,0.0,151.5,139.1,84.3,441.4,0.0,3214.1,3.588,83
