Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
22, b-SLICE,   21, 34.00,     731800, 0,1.25,30.414, 35.892, 36.421, 31.850,56, 20 19 18 ,22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.51%,  0.38%,  4.45%,  1.65%,  8.47%, 10.57%, 46.26%, 21.93%,  0.00%,  0.00%,  0.12%,  3.10%,  0.00%,  0.00%,  0.10%,  2.48%, 242079.67, 31342.15, 9311.07, 1839840.80 , 19, 235, 139.22, 54, 152, 118.95, 86, 190, 123.17, 0.00%, 0.00%,0.00%, 26.47%, 30.88%, 25.00%, 1.47%, 15.44%, 0.74%, 0.00%, 0.00%,0.00%, 27.49%, 47.21%, 17.13%, 2.19%, 5.38%, 0.60%, 0.00%, 1.08%,0.00%, 23.62%, 23.69%, 34.74%, 7.63%, 6.68%, 2.56%, 0.00%, 7.32%,0.00%, 31.36%, 32.54%, 9.09%, 10.76%, 2.61%, 6.32%,0.00%, 0.0, 436.9, 314.7, 180.3, 1285.8, 0.0, 3071.8, 4.841, 20
23, P-SLICE,   25, 32.00,    1592800, 0,1.01,31.646, 36.160, 36.756, 32.849,53, 22 20 19 18 , -, 0.00%,  0.00%,  0.00%, 5.25%, 13.33%,  3.97%, 5.84%,  7.72%, 14.59%, 7.30%,  5.50%, 28.32%, 0.00%,  0.07%,  0.15%,  2.32%,  0.07%,  2.22%,  0.00%,  3.06%,  0.20%,  0.00%,  0.00%,  0.00%,  0.07%,  0.00%,  0.00%,  0.00%,  0.02%, 181886.46, 30684.90, 7429.69, 2558663.25 , 19, 235, 140.15, 56, 156, 114.14, 80, 191, 125.62, 0.00%, 0.00%,0.00%, 0.00%, 33.33%, 33.33%, 0.00%, 33.33%, 0.00%, 87.64%, 0.00%,0.00%, 4.69%, 7.38%, 0.10%, 0.00%, 0.19%, 0.00%, 86.12%, 0.00%,0.00%, 8.37%, 5.51%, 0.00%, 0.00%, 0.00%, 0.00%, 83.73%, 0.20%,0.00%, 11.95%, 3.71%, 0.10%, 0.05%, 0.18%, 0.08%,0.00%, 0.0, 216.8, 423.7, 180.3, 2172.5, 0.0, 3125.3, 6.250, 28
24, B-SLICE,   24, 33.00,    1875976, 0,1.01,30.263, 34.606, 35.376, 31.445,55, 22 20 18 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.97%,  1.01%, 22.80%,  2.16%, 25.33%,  2.35%, 40.46%,  3.61%,  0.00%,  0.00%,  0.00%,  0.03%,  0.00%,  0.00%,  0.00%,  0.29%, 250717.76, 41590.42, 7350.65, 4453496.39 , 16, 235, 136.00, 55, 153, 112.88, 83, 192, 125.41, 0.00%, 0.00%,0.00%, 36.17%, 29.79%, 16.49%, 1.60%, 14.89%, 1.06%, 0.00%, 0.00%,0.00%, 34.55%, 57.14%, 3.91%, 0.12%, 3.91%, 0.37%, 0.00%, 0.00%,0.00%, 32.68%, 59.67%, 3.10%, 0.93%, 2.33%, 1.29%, 0.00%, 0.63%,0.00%, 27.77%, 64.42%, 1.54%, 2.55%, 1.20%, 1.89%,0.00%, 0.0, 312.0, 445.9, 200.2, 1974.2, 0.0, 3366.2, 5.651, 25
25, b-SLICE,   23, 34.00,    1001000, 1,1.01,29.522, 34.334, 35.205, 30.834,57, 22 20 ,24 25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.83%,  0.25%,  3.15%,  0.89%,  4.26%, 13.70%, 44.95%, 29.24%,  0.00%,  0.00%,  0.01%,  1.65%,  0.00%,  0.00%,  0.02%,  1.04%, 297309.27, 43010.91, 9864.45, 2377048.82 , 16, 235, 136.51, 52, 155, 112.39, 82, 189, 121.25, 0.00%, 0.00%,0.00%, 34.44%, 42.22%, 9.44%, 1.67%, 11.11%, 1.11%, 0.00%, 0.00%,0.00%, 30.43%, 49.46%, 5.30%, 0.95%, 12.36%, 1.49%, 0.00%, 0.19%,0.00%, 14.22%, 13.97%, 6.67%, 0.63%, 45.28%, 19.04%, 0.00%, 3.39%,0.00%, 23.62%, 36.05%, 3.44%, 3.13%, 10.17%, 20.20%,0.00%, 0.0, 440.3, 367.4, 198.5, 1444.0, 0.0, 3521.0, 4.758, 25
26, P-SLICE,   29, 32.00,     750984, 0,1.01,33.382, 40.769, 41.282, 35.293,52, 25 24 22 20 , -, 0.00%,  0.00%,  0.00%, 5.71%,  6.45%,  9.33%, 5.48%,  5.03%, 22.44%, 6.25%,  4.71%, 31.40%, 0.00%,  0.00%,  0.02%,  0.43%,  0.02%,  0.84%,  0.07%,  1.43%,  0.16%,  0.00%,  0.00%,  0.00%,  0.25%,  0.00%,  0.00%,  0.00%,  0.00%, 122281.65, 10890.54, 8923.42, 1167999.59 , 16, 235, 139.68, 61, 162, 123.77, 58, 162, 127.30, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%, 94.81%, 0.00%,0.00%, 3.80%, 1.30%, 0.00%, 0.00%, 0.10%, 0.00%, 91.57%, 0.00%,0.00%, 6.61%, 1.64%, 0.13%, 0.06%, 0.00%, 0.00%, 87.43%, 0.51%,0.00%, 10.00%, 1.73%, 0.05%, 0.05%, 0.21%, 0.02%,0.00%, 0.0, 227.7, 395.4, 198.5, 1828.1, 0.0, 3468.1, 5.586, 20
27, B-SLICE,   27, 33.00,     724536, 0,1.01,31.920, 37.174, 37.616, 33.289,55, 25 24 22 ,29 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.25%,  0.31%,  4.90%,  1.10%,  8.91%,  5.97%, 40.47%, 35.94%,  0.00%,  0.01%,  0.03%,  0.87%,  0.01%,  0.01%,  0.22%,  1.00%, 173615.09, 23694.14, 8244.98, 1561500.28 , 18, 235, 146.59, 59, 162, 118.45, 60, 190, 127.25, 0.00%, 2.00%,0.00%, 28.00%, 16.00%, 25.00%, 1.00%, 27.00%, 1.00%, 0.00%, 0.36%,0.00%, 27.90%, 54.53%, 6.97%, 1.00%, 7.97%, 1.27%, 0.00%, 1.57%,0.00%, 20.36%, 41.29%, 23.96%, 6.11%, 4.82%, 1.89%, 0.00%, 2.32%,0.00%, 21.50%, 31.54%, 20.24%, 15.43%, 5.16%, 3.86%,0.00%, 0.0, 301.5, 360.9, 193.8, 1237.2, 0.0, 3651.4, 4.185, 25
28, b-SLICE,   26, 34.00,     426064, 0,1.01,30.297, 35.915, 36.647, 31.793,57, 25 24 ,27 29 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.18%,  0.10%,  2.79%,  1.20%,  7.60%,  8.31%, 45.22%, 27.47%,  0.00%,  0.02%,  0.25%,  2.93%,  0.02%,  0.12%,  0.37%,  3.42%, 247154.22, 30210.80, 10108.29, 1348660.07 , 17, 235, 140.50, 57, 158, 115.79, 82, 190, 127.29, 0.00%, 6.67%,0.00%, 30.00%, 30.00%, 6.67%, 0.00%, 25.00%, 1.67%, 0.00%, 3.08%,0.00%, 25.77%, 44.05%, 14.32%, 3.30%, 7.38%, 2.09%, 0.00%, 3.59%,0.00%, 22.88%, 25.91%, 30.17%, 5.89%, 7.60%, 3.95%, 0.00%, 7.85%,0.00%, 33.90%, 24.29%, 12.41%, 10.64%, 5.68%, 5.24%,0.00%, 0.0, 359.1, 289.6, 178.4, 976.8, 0.0, 3760.5, 4.013, 16
29, b-SLICE,   28, 34.00,     334944, 0,1.01,31.674, 38.347, 38.879, 33.409,56, 27 25 24 ,29 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.24%,  0.23%,  5.32%,  2.98%, 12.66%,  9.17%, 31.05%, 28.76%,  0.00%,  0.09%,  0.82%,  3.35%,  0.03%,  0.34%,  1.05%,  3.93%, 182569.62, 17727.79, 9458.28, 673398.88 , 16, 235, 147.60, 61, 161, 121.82, 58, 185, 127.05, 0.00%, 5.71%,0.00%, 14.29%, 34.29%, 20.00%, 2.86%, 22.86%, 0.00%, 0.00%, 4.64%,0.00%, 21.79%, 41.11%, 16.15%, 4.40%, 8.89%, 3.01%, 0.00%, 7.47%,0.00%, 27.86%, 28.03%, 18.37%, 10.05%, 4.45%, 3.77%, 0.00%, 10.43%,0.00%, 19.72%, 28.62%, 12.44%, 21.30%, 2.69%, 4.81%,0.00%, 0.0, 132.0, 298.1, 178.4, 904.0, 0.0, 3742.0, 3.560, 14
30, P-SLICE,   31, 32.00,    1297800, 0,1.23,32.041, 38.588, 39.386, 33.777,54, 29 27 25 24 , -, 0.00%,  0.00%,  0.00%, 4.95%,  8.32%,  6.10%, 5.99%,  6.92%, 19.39%, 7.34%,  4.44%, 28.69%, 0.00%,  0.02%,  0.02%,  1.53%,  0.02%,  2.55%,  0.04%,  3.44%,  0.16%,  0.00%,  0.00%,  0.02%,  0.02%,  0.00%,  0.00%,  0.00%,  0.02%, 165808.75, 17221.58, 8161.86, 2098755.85 , 16, 235, 120.02, 59, 195, 121.05, 71, 162, 126.70, 0.00%, 0.00%,0.00%, 50.00%, 0.00%, 50.00%, 0.00%, 0.00%, 0.00%, 89.54%, 0.00%,0.00%, 3.69%, 6.67%, 0.05%, 0.05%, 0.00%, 0.00%, 87.29%, 0.06%,0.00%, 6.65%, 5.88%, 0.03%, 0.03%, 0.06%, 0.00%, 83.82%, 0.09%,0.00%, 9.93%, 5.84%, 0.00%, 0.05%, 0.18%, 0.09%,0.00%, 0.0, 4.8, 388.9, 164.7, 1889.0, 0.0, 3806.8, 5.893, 46
31, b-SLICE,   30, 34.00,     279056, 0,1.01,31.199, 39.440, 40.023, 33.332,56, 29 27 24 ,31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.20%,  0.22%,  4.69%,  4.23%, 10.73%, 15.61%, 21.71%, 30.15%,  0.00%,  0.28%,  2.26%,  4.39%,  0.00%,  0.35%,  2.01%,  3.18%, 201919.33, 13576.53, 9297.74, 590139.69 , 16, 235, 119.32, 72, 189, 123.25, 71, 162, 127.44, 0.00%, 0.00%,0.00%, 29.63%, 18.52%, 12.96%, 1.85%, 35.19%, 1.85%, 0.00%, 6.28%,0.00%, 31.85%, 19.75%, 23.28%, 7.35%, 7.04%, 4.44%, 0.00%, 13.33%,0.00%, 23.11%, 14.86%, 27.09%, 15.77%, 2.83%, 3.02%, 0.00%, 12.15%,0.00%, 22.73%, 16.74%, 21.12%, 21.34%, 2.55%, 3.37%,0.00%, 0.0, 140.3, 308.8, 205.0, 885.7, 0.0, 3903.5, 3.331, 24
32, I-SLICE,    0, 29.00,    2337832, 0,0.00,34.876, 37.828, 38.831, 35.739,55,  -, -, 0.00%,  0.00%,  0.00%, 0.22%,  0.31%,  0.48%, 1.31%,  1.55%,  4.21%,12.74%, 13.50%, 30.17%,35.51%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 84697.56, 19535.54, 4248.22, 1731320.81 , 16, 235, 123.84, 58, 192, 118.06, 72, 167, 126.26, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 84.54%, 0.00%,0.00%, 15.46%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 92.83%, 0.00%,0.00%, 7.17%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.10%, 0.00%,0.00%, 1.90%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 0.0, 0.0, 564.6, 0.1, 2656.8, 0.0, 4149.2, 5.698, 37
33, P-SLICE,    1, 32.00,    1420568, 0,1.06,32.131, 36.791, 37.670, 33.406,55, 0 , -, 0.00%,  0.00%,  0.00%, 2.12%,  4.27%,  3.27%, 9.09%, 16.64%, 22.99%, 6.83%,  6.20%, 26.03%, 0.00%,  0.00%,  0.00%,  0.12%,  0.00%,  1.05%,  0.07%,  1.15%,  0.17%,  0.00%,  0.00%,  0.00%,  0.02%,  0.00%,  0.00%,  0.00%,  0.00%, 162526.59, 26030.64, 7638.25, 2095295.41 , 16, 235, 131.88, 57, 152, 115.98, 85, 188, 125.74, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.63%, 0.00%,0.00%, 5.39%, 0.98%, 0.00%, 0.00%, 0.00%, 0.00%, 94.75%, 0.00%,0.00%, 3.87%, 1.25%, 0.10%, 0.00%, 0.03%, 0.00%, 89.67%, 0.04%,0.00%, 8.28%, 1.63%, 0.19%, 0.08%, 0.10%, 0.02%,0.00%, 0.0, 109.2, 512.5, 325.9, 1484.7, 0.0, 4288.3, 3.508, 22
34, P-SLICE,    2, 32.00,    1628536, 0,1.38,31.763, 36.276, 37.081, 32.992,55, 1 0 , -, 0.00%,  0.00%,  0.00%, 2.94%,  8.60%,  3.78%, 6.47%, 10.40%, 18.05%, 7.50%,  6.75%, 29.30%, 0.00%,  0.00%,  0.00%,  0.61%,  0.06%,  1.69%,  0.08%,  3.03%,  0.42%,  0.00%,  0.04%,  0.00%,  0.10%,  0.00%,  0.00%,  0.17%,  0.02%, 176231.60, 29206.97, 7738.91, 2447966.64 , 16, 235, 135.33, 58, 151, 115.86, 86, 190, 127.48, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 92.04%, 0.23%,0.00%, 4.61%, 2.77%, 0.17%, 0.06%, 0.12%, 0.00%, 90.32%, 0.45%,0.00%, 5.91%, 3.13%, 0.07%, 0.02%, 0.07%, 0.02%, 85.85%, 0.23%,0.00%, 9.72%, 3.37%, 0.19%, 0.19%, 0.17%, 0.28%,0.00%, 0.0, 312.1, 523.5, 278.8, 1813.0, 0.0, 4496.8, 4.370, 21
35, P-SLICE,    6, 32.00,     784832, 0,1.06,33.081, 38.012, 38.785, 34.410,52, 2 1 0 , -, 0.00%,  0.00%,  0.00%, 2.45%,  5.30%,  1.84%, 0.64%,  0.95%,  2.00%, 1.02%,  0.77%,  5.50%, 0.00%,  0.02%,  0.08%,  1.08%,  2.32%, 12.87%,  8.17%, 28.49%, 16.58%,  0.00%,  0.00%,  0.76%,  4.69%,  0.00%,  0.00%,  0.56%,  3.90%, 134306.06, 19471.70, 6747.19, 1164343.94 , 17, 235, 129.58, 62, 153, 116.56, 87, 165, 126.29, 0.00%, 0.00%,0.00%, 16.67%, 0.00%, 66.67%, 16.67%, 0.00%, 0.00%, 71.00%, 0.00%,0.00%, 7.76%, 4.06%, 12.65%, 1.55%, 2.33%, 0.66%, 13.09%, 4.81%,0.00%, 35.86%, 16.49%, 14.76%, 6.90%, 4.99%, 3.11%, 11.40%, 13.44%,0.00%, 29.10%, 20.20%, 8.78%, 8.85%, 3.27%, 5.03%,0.00%, 0.0, 443.4, 463.1, 263.8, 1342.2, 0.0, 4617.8, 3.500, 27
36, B-SLICE,    4, 33.00,     760480, 0,1.69,30.715, 36.104, 36.857, 32.157,55, 2 1 0 ,6 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.03%,  0.05%,  2.54%,  1.24%,  5.25%,  4.13%, 33.32%, 49.98%,  0.00%,  0.03%,  0.31%,  1.85%,  0.00%,  0.05%,  0.25%,  0.95%, 230672.94, 29143.73, 6772.13, 1201786.28 , 16, 235, 136.96, 56, 152, 116.11, 82, 190, 126.96, 0.00%, 0.00%,0.00%, 40.00%, 0.00%, 20.00%, 0.00%, 30.00%, 10.00%, 0.00%, 1.99%,0.00%, 33.27%, 34.66%, 15.84%, 3.29%, 9.06%, 1.89%, 0.00%, 5.28%,0.00%, 32.31%, 23.89%, 16.39%, 4.67%, 12.48%, 4.98%, 0.00%, 3.20%,0.00%, 29.76%, 10.02%, 28.09%, 7.32%, 17.26%, 4.36%,0.00%, 0.0, 564.6, 414.6, 240.9, 1239.0, 0.0, 4800.9, 3.698, 23
37, b-SLICE,    3, 34.00,     523600, 0,1.70,29.780, 35.654, 36.489, 31.353,57, 2 1 ,4 6 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.02%,  0.03%,  1.16%,  1.20%,  6.02%,  7.73%, 42.50%, 34.43%,  0.00%,  0.03%,  0.55%,  2.88%,  0.00%,  0.11%,  0.63%,  2.71%, 275662.86, 31919.39, 9953.81, 592121.12 , 16, 235, 137.27, 57, 155, 116.39, 83, 188, 127.13, 0.00%, 0.00%,0.00%, 14.29%, 28.57%, 14.29%, 28.57%, 14.29%, 0.00%, 0.00%, 5.16%,0.00%, 27.51%, 23.78%, 15.90%, 3.58%, 19.91%, 4.15%, 0.00%, 7.52%,0.00%, 27.06%, 16.10%, 29.15%, 6.59%, 8.71%, 4.87%, 0.00%, 6.65%,0.00%, 28.53%, 23.83%, 14.05%, 16.09%, 5.08%, 5.76%,0.00%, 0.0, 441.1, 381.8, 250.6, 990.3, 8.7, 4931.1, 3.656, 21
38, b-SLICE,    5, 34.00,     627112, 0,1.00,30.221, 36.248, 37.169, 31.843,56, 4 2 1 ,6 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.06%,  0.03%,  2.48%,  1.48%,  7.21%,  6.09%, 43.74%, 33.67%,  0.00%,  0.03%,  0.45%,  1.95%,  0.00%,  0.09%,  0.56%,  2.16%, 259483.20, 27300.21, 9157.04, 798188.69 , 16, 235, 133.97, 58, 166, 116.31, 59, 184, 125.43, 0.00%, 0.00%,0.00%, 30.00%, 40.00%, 0.00%, 0.00%, 25.00%, 5.00%, 0.00%, 2.66%,0.00%, 31.90%, 31.49%, 15.44%, 5.42%, 10.22%, 2.86%, 0.00%, 6.66%,0.00%, 32.65%, 20.51%, 25.04%, 6.60%, 5.89%, 2.65%, 0.00%, 4.94%,0.00%, 29.58%, 25.01%, 14.18%, 13.37%, 6.84%, 6.07%,0.00%, 0.0, 288.8, 396.0, 250.6, 1044.5, 0.0, 4918.4, 3.417, 24
39, P-SLICE,   10, 32.00,     613456, 0,1.88,34.973, 42.173, 42.336, 36.793,52, 6 4 2 1 , -, 0.00%,  0.00%,  0.00%, 7.60%,  6.64%, 10.76%, 6.85%,  5.43%, 21.07%, 6.49%,  4.12%, 28.27%, 0.00%,  0.00%,  0.03%,  0.93%,  0.00%,  0.93%,  0.03%,  0.68%,  0.08%,  0.00%,  0.00%,  0.00%,  0.05%,  0.00%,  0.00%,  0.00%,  0.03%, 85582.77, 8236.64, 6695.20, 1106272.86 , 17, 235, 113.52, 59, 193, 128.79, 66, 197, 124.99, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%, 93.48%, 0.00%,0.00%, 3.68%, 2.83%, 0.00%, 0.00%, 0.00%, 0.00%, 90.91%, 0.00%,0.00%, 6.89%, 2.13%, 0.07%, 0.00%, 0.00%, 0.00%, 87.44%, 0.17%,0.00%, 11.19%, 1.02%, 0.00%, 0.06%, 0.06%, 0.06%,0.00%, 0.0, 66.4, 423.5, 250.6, 1666.3, 0.0, 4877.1, 5.034, 22
40, B-SLICE,    8, 33.00,     703568, 0,1.01,32.797, 40.457, 40.866, 34.763,55, 6 4 2 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.58%,  0.58%, 17.00%,  3.33%, 20.69%,  9.28%, 31.84%, 10.37%,  0.00%,  0.00%,  0.39%,  2.43%,  0.00%,  0.05%,  0.19%,  3.25%, 147993.80, 11105.94, 6965.17, 1932617.97 , 16, 235, 117.86, 79, 191, 124.72, 69, 177, 127.49, 0.00%, 0.00%,0.00%, 27.08%, 22.92%, 26.04%, 1.04%, 18.75%, 4.17%, 0.00%, 0.23%,0.00%, 36.28%, 47.76%, 8.50%, 0.80%, 5.74%, 0.69%, 0.00%, 1.78%,0.00%, 29.36%, 40.61%, 12.06%, 3.40%, 9.76%, 3.03%, 0.00%, 10.83%,0.00%, 31.67%, 37.73%, 5.19%, 6.25%, 3.33%, 5.00%,0.00%, 0.0, 122.9, 355.8, 178.9, 1328.8, 0.0, 5069.6, 4.672, 32
41, b-SLICE,    7, 34.00,     751384, 0,1.01,30.735, 38.276, 38.887, 32.697,57, 6 4 ,8 10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.29%,  0.26%,  7.24%,  2.26%, 14.56%, 12.41%, 36.71%, 21.06%,  0.00%,  0.03%,  0.32%,  1.45%,  0.00%,  0.02%,  0.60%,  2.79%, 227905.83, 17867.37, 9088.99, 1386718.65 , 16, 235, 117.78, 61, 188, 121.03, 67, 163, 127.63, 0.00%, 0.00%,0.00%, 44.44%, 8.33%, 27.78%, 0.00%, 15.28%, 4.17%, 0.00%, 0.46%,0.00%, 33.13%, 43.87%, 9.97%, 2.45%, 8.74%, 1.38%, 0.00%, 3.15%,0.00%, 24.87%, 29.70%, 23.50%, 5.56%, 8.76%, 4.46%, 0.00%, 6.52%,0.00%, 25.78%, 35.25%, 10.53%, 13.50%, 3.37%, 5.05%,0.00%, 0.0, 144.0, 303.7, 163.9, 1204.5, 0.0, 5207.6, 4.812, 40
42, b-SLICE,    9, 34.00,     327856, 0,1.01,31.658, 40.926, 41.296, 34.021,56, 8 6 4 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.40%,  1.19%, 13.85%,  7.10%, 24.50%,  4.90%, 26.83%,  9.38%,  0.00%,  0.16%,  1.40%,  3.89%,  0.00%,  0.48%,  2.04%,  3.87%, 179811.02, 9932.62, 11132.78, 478228.94 , 17, 235, 115.08, 62, 194, 127.88, 68, 194, 125.57, 0.00%, 0.00%,0.00%, 6.67%, 18.33%, 51.67%, 6.67%, 15.00%, 1.67%, 0.00%, 2.83%,0.00%, 22.31%, 43.21%, 16.41%, 3.54%, 7.79%, 3.90%, 0.00%, 9.75%,0.00%, 36.06%, 40.33%, 4.27%, 1.95%, 3.45%, 4.20%, 0.00%, 15.85%,0.00%, 22.56%, 42.42%, 1.89%, 5.68%, 1.95%, 9.63%,0.00%, 0.0, 27.3, 303.8, 163.9, 840.9, 0.0, 5181.7, 3.823, 23
43, P-SLICE,   11, 32.00,     896048, 0,1.41,33.279, 41.797, 42.071, 35.443,55, 10 8 6 4 , -, 0.00%,  0.00%,  0.00%, 5.82%,  8.01%,  8.20%, 6.85%,  5.48%, 18.36%, 6.71%,  4.85%, 26.71%, 0.00%,  0.02%,  0.02%,  1.98%,  0.22%,  2.53%,  0.17%,  2.73%,  0.53%,  0.00%,  0.00%,  0.10%,  0.43%,  0.00%,  0.00%,  0.05%,  0.22%, 124510.30, 8972.85, 7842.24, 1373800.04 , 16, 235, 106.32, 83, 196, 128.78, 65, 159, 124.61, 0.00%, 0.00%,0.00%, 50.00%, 0.00%, 0.00%, 0.00%, 50.00%, 0.00%, 88.13%, 0.00%,0.00%, 4.25%, 6.76%, 0.43%, 0.05%, 0.39%, 0.00%, 85.71%, 0.40%,0.00%, 8.22%, 5.19%, 0.07%, 0.07%, 0.34%, 0.00%, 81.92%, 1.39%,0.00%, 11.88%, 3.67%, 0.26%, 0.10%, 0.28%, 0.49%,0.00%, 0.0, 13.1, 335.3, 163.9, 1709.3, 0.0, 5185.4, 6.096, 71
44, P-SLICE,   12, 32.00,    1212416, 0,1.62,32.151, 40.066, 40.495, 34.183,55, 11 10 8 4 , -, 0.00%,  0.00%,  0.00%, 3.55%,  5.96%,  4.89%, 6.30%,  7.78%, 14.78%, 6.58%,  5.33%, 29.60%, 0.00%,  0.02%,  0.16%,  2.41%,  0.24%,  4.59%,  0.22%,  5.58%,  0.90%,  0.00%,  0.00%,  0.12%,  0.78%,  0.00%,  0.00%,  0.08%,  0.14%, 161569.06, 12867.01, 8349.45, 1807299.56 , 16, 235, 108.96, 77, 195, 126.75, 63, 159, 124.59, 0.00%, 0.00%,0.00%, 0.00%, 11.11%, 44.44%, 0.00%, 44.44%, 0.00%, 81.40%, 0.00%,0.00%, 5.75%, 11.50%, 0.68%, 0.00%, 0.62%, 0.06%, 80.75%, 0.56%,0.00%, 9.21%, 8.87%, 0.25%, 0.08%, 0.22%, 0.06%, 78.83%, 1.74%,0.00%, 10.42%, 7.31%, 0.06%, 0.21%, 0.32%, 1.12%,0.00%, 0.0, 159.8, 365.7, 149.6, 1831.0, 0.0, 5375.9, 6.419, 37
